storenum,secs,dayofweek,meal,drinkonly,cost
303,166,Tues,Dinner,No,772
354,122,Fri,Lunch,No,514
652,398,Thur,Dinner,No,776
180,243,Fri,Dinner,No,714
87,300,Thur,Breakfast,Yes,94
679,166,Mon,Breakfast,No,454
369,278,Thur,Dinner,No,337
68,142,Fri,Dinner,Yes,133
60,361,Tues,Breakfast,No,427
769,524,Wed,Lunch,No,374
478,235,Wed,Breakfast,No,231
691,344,Wed,Lunch,No,454
599,395,Wed,Breakfast,No,426
2,64,Tues,Lunch,No,426
325,450,Wed,Dinner,No,522
662,148,Tues,Lunch,No,297
168,40,Tues,Breakfast,No,384
243,148,Tues,Lunch,No,215
114,38,Wed,Lunch,No,289
626,115,Mon,Dinner,No,519
682,152,Fri,Lunch,No,359
102,207,Thur,Lunch,No,352
800,505,Wed,Lunch,No,570
564,188,Mon,Dinner,No,770
623,204,Thur,Lunch,No,334
190,314,Wed,Lunch,No,477
347,244,Mon,Lunch,Yes,182
854,255,Fri,Dinner,Yes,178
108,559,Thur,Lunch,No,544
408,381,Fri,Lunch,No,354
398,129,Wed,Lunch,No,563
472,145,Mon,Lunch,No,239
755,206,Tues,Lunch,No,480
426,179,Mon,Lunch,No,506
851,127,Wed,Lunch,Yes,94
848,156,Fri,Dinner,No,740
725,104,Fri,Dinner,Yes,176
539,161,Wed,Lunch,No,593
451,363,Mon,Dinner,No,758
822,371,Thur,Lunch,No,421
73,109,Mon,Dinner,No,388
737,181,Mon,Dinner,Yes,91
576,276,Fri,Lunch,No,475
152,252,Fri,Lunch,No,405
355,92,Wed,Dinner,No,756
719,43,Thur,Dinner,No,775
444,299,Tues,Lunch,No,419
193,35,Mon,Dinner,No,486
832,109,Fri,Dinner,No,443
642,269,Tues,Breakfast,No,193
298,108,Fri,Breakfast,No,385
892,416,Wed,Dinner,No,579
150,144,Mon,Lunch,No,237
8,90,Fri,Lunch,No,595
822,316,Mon,Dinner,No,806
37,507,Fri,Lunch,No,566
656,57,Fri,Dinner,No,420
476,437,Mon,Lunch,No,359
26,226,Fri,Dinner,No,729
235,35,Wed,Lunch,No,563
507,427,Mon,Lunch,No,558
761,363,Thur,Lunch,No,396
796,407,Fri,Dinner,No,597
36,74,Wed,Lunch,No,417
629,145,Fri,Lunch,No,281
661,70,Wed,Lunch,No,391
291,171,Tues,Breakfast,No,426
389,335,Fri,Lunch,No,344
408,185,Tues,Lunch,No,284
100,186,Tues,Lunch,No,383
183,226,Thur,Breakfast,No,367
811,102,Thur,Lunch,No,471
28,123,Mon,Lunch,No,299
853,62,Fri,Lunch,No,272
314,156,Wed,Dinner,No,757
51,140,Thur,Lunch,No,283
757,496,Mon,Dinner,No,447
702,594,Wed,Dinner,Yes,149
243,164,Mon,Lunch,No,496
891,564,Thur,Breakfast,No,396
590,64,Fri,Breakfast,No,224
743,188,Wed,Dinner,No,523
237,149,Wed,Breakfast,No,486
571,55,Thur,Lunch,No,394
521,135,Mon,Lunch,No,297
399,127,Fri,Dinner,No,641
863,203,Thur,Dinner,No,341
267,140,Thur,Lunch,Yes,154
481,497,Tues,Dinner,No,819
409,132,Mon,Lunch,No,498
524,116,Tues,Lunch,No,439
31,183,Tues,Lunch,Yes,108
550,132,Thur,Dinner,No,385
143,120,Wed,Lunch,No,277
403,33,Wed,Lunch,No,358
596,45,Fri,Dinner,No,648
86,77,Tues,Lunch,No,532
86,176,Mon,Lunch,No,317
884,126,Thur,Lunch,No,585
53,60,Thur,Lunch,No,390
284,335,Thur,Lunch,No,270
538,77,Mon,Breakfast,No,369
704,108,Wed,Dinner,No,287
850,32,Mon,Lunch,No,380
475,390,Thur,Lunch,No,407
101,97,Fri,Lunch,Yes,191
873,172,Mon,Lunch,No,331
496,306,Tues,Lunch,No,417
708,286,Thur,Lunch,Yes,106
448,203,Tues,Dinner,No,762
210,376,Thur,Lunch,Yes,180
238,303,Tues,Lunch,Yes,117
1,394,Mon,Dinner,No,807
686,127,Fri,Breakfast,No,366
193,366,Tues,Dinner,No,533
690,232,Fri,Dinner,No,449
603,140,Mon,Dinner,No,513
641,444,Fri,Breakfast,No,262
611,524,Fri,Lunch,No,387
447,134,Thur,Lunch,No,339
50,121,Mon,Lunch,No,489
675,36,Mon,Dinner,No,394
400,122,Wed,Lunch,No,314
407,321,Mon,Dinner,No,547
375,141,Wed,Lunch,No,539
346,256,Wed,Dinner,No,708
431,121,Tues,Lunch,No,248
819,113,Mon,Dinner,No,570
548,195,Thur,Lunch,No,291
333,469,Fri,Lunch,No,551
639,197,Wed,Dinner,No,352
589,97,Tues,Breakfast,No,354
398,490,Wed,Dinner,No,766
294,258,Fri,Lunch,No,432
282,168,Fri,Lunch,No,579
21,461,Tues,Breakfast,No,458
644,115,Thur,Breakfast,No,366
70,147,Wed,Dinner,No,399
64,96,Tues,Breakfast,No,433
376,106,Wed,Breakfast,No,225
643,118,Mon,Lunch,No,354
499,140,Tues,Breakfast,No,266
238,138,Tues,Lunch,No,319
542,450,Tues,Breakfast,No,276
194,155,Wed,Lunch,No,227
425,142,Wed,Dinner,No,678
374,85,Mon,Lunch,No,252
263,38,Tues,Dinner,No,493
242,161,Thur,Lunch,No,394
698,178,Fri,Lunch,No,547
499,111,Fri,Lunch,No,309
58,300,Fri,Dinner,No,305
422,169,Fri,Breakfast,No,198
447,126,Mon,Dinner,No,435
82,383,Tues,Dinner,No,493
789,72,Wed,Lunch,No,508
546,125,Mon,Dinner,No,765
261,328,Thur,Lunch,No,271
475,165,Thur,Dinner,No,289
337,495,Fri,Dinner,No,651
453,105,Wed,Dinner,Yes,192
379,174,Fri,Dinner,No,753
708,286,Mon,Dinner,No,362
268,228,Wed,Dinner,No,579
848,434,Mon,Breakfast,No,481
583,155,Mon,Lunch,No,321
853,279,Fri,Breakfast,Yes,96
576,103,Wed,Lunch,No,399
396,154,Fri,Dinner,No,411
386,534,Tues,Lunch,No,542
798,172,Thur,Breakfast,Yes,175
744,505,Tues,Lunch,No,503
699,167,Mon,Dinner,No,424
460,356,Fri,Lunch,No,500
424,138,Mon,Dinner,Yes,159
394,119,Fri,Lunch,No,555
601,549,Tues,Dinner,No,319
195,339,Tues,Lunch,No,597
392,285,Tues,Dinner,No,358
646,74,Fri,Dinner,No,617
717,162,Tues,Lunch,No,273
607,202,Thur,Lunch,Yes,124
574,139,Fri,Lunch,No,555
583,139,Mon,Dinner,No,742
327,36,Thur,Lunch,No,358
589,36,Mon,Breakfast,No,419
403,154,Tues,Dinner,No,636
5,240,Fri,Breakfast,Yes,187
739,463,Mon,Lunch,No,349
647,130,Fri,Lunch,No,315
567,125,Fri,Lunch,No,265
832,172,Mon,Dinner,No,748
517,251,Thur,Dinner,No,331
794,196,Fri,Dinner,Yes,138
276,155,Mon,Dinner,No,372
103,154,Mon,Dinner,No,439
62,66,Mon,Breakfast,Yes,101
4,441,Wed,Lunch,No,269
19,304,Mon,Dinner,No,601
207,164,Thur,Lunch,No,283
380,358,Wed,Dinner,No,597
40,64,Tues,Lunch,No,247
254,244,Fri,Dinner,No,567
519,30,Tues,Dinner,No,444
143,49,Wed,Lunch,No,297
576,76,Mon,Lunch,No,243
401,161,Tues,Breakfast,No,416
735,164,Mon,Lunch,No,431
70,127,Tues,Dinner,No,479
48,95,Thur,Dinner,No,333
786,101,Thur,Dinner,Yes,150
594,128,Fri,Lunch,Yes,116
516,147,Thur,Lunch,No,518
769,44,Fri,Dinner,No,407
851,133,Fri,Breakfast,Yes,142
556,167,Wed,Lunch,No,346
556,498,Fri,Lunch,No,459
228,189,Thur,Dinner,No,722
428,71,Mon,Lunch,No,282
288,408,Tues,Dinner,No,564
210,252,Fri,Lunch,Yes,152
461,139,Mon,Dinner,No,578
500,129,Thur,Dinner,No,702
852,127,Mon,Breakfast,Yes,129
852,354,Tues,Lunch,No,314
477,595,Mon,Lunch,No,248
362,367,Thur,Lunch,No,238
142,142,Thur,Dinner,No,451
846,100,Fri,Breakfast,No,436
369,87,Wed,Lunch,No,444
109,327,Tues,Lunch,No,216
535,97,Tues,Lunch,No,408
801,87,Wed,Lunch,No,329
479,66,Wed,Breakfast,No,419
94,295,Wed,Lunch,No,388
391,68,Thur,Lunch,No,230
307,461,Tues,Lunch,No,253
700,107,Mon,Dinner,Yes,123
3,150,Tues,Lunch,No,598
772,129,Tues,Dinner,No,514
51,87,Tues,Dinner,No,536
662,176,Mon,Dinner,No,546
112,148,Wed,Lunch,No,504
45,201,Wed,Lunch,No,465
725,569,Thur,Lunch,No,376
715,232,Thur,Lunch,Yes,153
125,229,Tues,Breakfast,No,357
368,358,Wed,Breakfast,Yes,192
25,164,Fri,Breakfast,No,194
888,67,Tues,Breakfast,No,359
520,530,Thur,Lunch,No,353
257,573,Thur,Lunch,No,396
8,115,Fri,Breakfast,Yes,161
227,472,Fri,Dinner,No,821
97,134,Fri,Lunch,No,301
889,336,Wed,Dinner,No,742
572,325,Wed,Lunch,No,387
724,152,Mon,Lunch,No,300
315,117,Tues,Lunch,No,542
546,52,Tues,Lunch,No,480
651,169,Thur,Dinner,Yes,179
657,220,Wed,Breakfast,No,175
225,412,Mon,Dinner,No,559
520,204,Mon,Dinner,No,673
815,321,Fri,Lunch,No,317
441,44,Wed,Dinner,Yes,166
317,154,Wed,Dinner,No,630
660,51,Thur,Lunch,Yes,129
201,414,Tues,Dinner,No,648
777,130,Thur,Lunch,No,221
599,487,Wed,Dinner,No,633
713,136,Fri,Lunch,No,411
735,121,Fri,Lunch,No,516
509,340,Wed,Lunch,No,532
88,193,Wed,Dinner,Yes,176
565,83,Fri,Lunch,No,448
788,534,Tues,Lunch,Yes,178
212,276,Fri,Dinner,No,418
165,155,Fri,Dinner,No,806
384,114,Tues,Dinner,No,359
406,141,Mon,Breakfast,No,297
576,167,Thur,Dinner,No,444
845,580,Mon,Lunch,No,472
325,210,Tues,Lunch,No,408
325,177,Thur,Lunch,No,365
871,48,Wed,Breakfast,No,452
257,557,Tues,Lunch,No,343
610,54,Fri,Lunch,No,379
717,93,Mon,Dinner,No,682
729,183,Thur,Dinner,No,743
260,59,Mon,Dinner,Yes,115
472,110,Fri,Lunch,No,396
427,145,Tues,Dinner,Yes,101
522,114,Mon,Lunch,No,332
609,411,Tues,Breakfast,No,402
529,259,Tues,Lunch,No,561
662,90,Mon,Lunch,No,316
800,256,Mon,Breakfast,No,267
824,144,Tues,Lunch,No,480
236,455,Thur,Breakfast,No,470
132,392,Thur,Lunch,No,499
865,159,Thur,Lunch,No,229
584,138,Thur,Dinner,Yes,142
236,195,Wed,Dinner,No,451
168,146,Tues,Breakfast,No,224
783,207,Wed,Dinner,No,546
38,503,Tues,Dinner,No,336
698,508,Thur,Lunch,No,338
173,100,Thur,Lunch,No,591
204,111,Wed,Dinner,No,495
765,175,Mon,Lunch,No,381
27,114,Mon,Lunch,No,545
508,457,Fri,Dinner,No,430
816,292,Fri,Breakfast,No,444
107,241,Fri,Lunch,No,548
405,177,Thur,Lunch,No,411
502,459,Fri,Dinner,No,647
515,274,Mon,Lunch,Yes,195
171,172,Wed,Lunch,No,262
18,491,Wed,Dinner,Yes,172
272,255,Thur,Lunch,No,377
466,345,Thur,Lunch,No,503
150,62,Thur,Lunch,No,474
753,129,Fri,Lunch,No,327
264,127,Fri,Breakfast,Yes,124
813,138,Thur,Lunch,No,282
758,147,Mon,Lunch,No,592
189,125,Wed,Lunch,No,247
843,64,Tues,Breakfast,No,287
243,114,Fri,Lunch,Yes,107
842,89,Thur,Lunch,No,567
880,155,Fri,Dinner,No,679
418,452,Fri,Lunch,No,473
678,445,Fri,Dinner,No,310
691,550,Thur,Breakfast,No,208
601,116,Tues,Lunch,No,473
760,577,Thur,Lunch,No,392
210,98,Fri,Lunch,No,271
157,111,Wed,Lunch,No,250
92,227,Mon,Dinner,No,375
264,163,Thur,Lunch,Yes,135
621,56,Thur,Dinner,No,570
697,32,Thur,Dinner,Yes,181
489,526,Fri,Dinner,No,454
139,404,Thur,Dinner,No,345
412,361,Fri,Lunch,No,228
260,159,Tues,Lunch,No,255
624,253,Thur,Lunch,No,333
622,183,Tues,Lunch,No,264
225,318,Thur,Lunch,Yes,102
483,224,Fri,Dinner,No,454
458,141,Fri,Dinner,No,776
857,151,Tues,Lunch,No,368
179,546,Fri,Lunch,No,467
747,79,Fri,Lunch,No,600
104,519,Mon,Lunch,No,540
482,333,Thur,Lunch,No,266
562,132,Wed,Breakfast,No,465
545,137,Mon,Breakfast,No,470
237,74,Tues,Dinner,No,459
63,386,Tues,Dinner,No,733
542,145,Mon,Lunch,No,226
157,100,Mon,Dinner,No,651
682,509,Fri,Lunch,No,360
744,134,Mon,Lunch,No,488
654,72,Mon,Dinner,No,433
342,161,Thur,Dinner,No,560
89,138,Thur,Dinner,No,543
66,271,Mon,Dinner,No,814
395,199,Thur,Lunch,No,448
535,87,Wed,Dinner,Yes,153
736,455,Thur,Lunch,No,446
683,47,Mon,Dinner,Yes,107
62,193,Wed,Breakfast,No,216
291,254,Tues,Lunch,No,494
450,222,Tues,Lunch,No,419
357,93,Mon,Lunch,No,294
303,288,Tues,Lunch,No,325
875,187,Thur,Dinner,No,291
464,153,Fri,Lunch,No,564
711,115,Tues,Dinner,Yes,194
767,237,Wed,Lunch,No,521
530,134,Thur,Breakfast,No,331
420,453,Fri,Dinner,No,548
703,311,Mon,Lunch,No,247
211,34,Thur,Lunch,No,540
369,232,Fri,Dinner,No,321
867,368,Mon,Lunch,No,357
217,306,Fri,Lunch,No,286
501,106,Thur,Dinner,No,650
664,171,Tues,Lunch,No,277
536,99,Tues,Dinner,No,427
774,184,Thur,Lunch,No,260
305,159,Wed,Dinner,Yes,176
851,533,Mon,Lunch,No,361
427,223,Fri,Dinner,No,324
468,127,Fri,Lunch,No,505
436,355,Wed,Lunch,No,315
699,534,Mon,Lunch,No,354
829,53,Thur,Lunch,No,272
253,176,Mon,Dinner,No,460
276,58,Wed,Dinner,No,690
827,175,Fri,Lunch,No,419
345,131,Fri,Lunch,No,447
397,388,Tues,Lunch,No,582
681,87,Fri,Dinner,Yes,140
201,194,Mon,Dinner,No,644
157,267,Thur,Lunch,No,329
879,166,Mon,Dinner,No,661
398,213,Wed,Lunch,No,472
310,337,Wed,Dinner,No,791
870,154,Mon,Lunch,No,569
130,411,Fri,Dinner,No,410
764,119,Thur,Lunch,Yes,133
27,494,Mon,Lunch,Yes,103
147,125,Tues,Lunch,No,358
707,67,Fri,Dinner,Yes,121
380,161,Fri,Lunch,No,444
300,529,Tues,Lunch,No,290
397,158,Fri,Lunch,No,235
742,181,Thur,Lunch,No,396
403,418,Thur,Lunch,No,544
844,125,Fri,Dinner,No,653
635,44,Fri,Dinner,No,451
445,311,Wed,Dinner,No,345
458,158,Tues,Dinner,No,537
224,362,Mon,Dinner,No,485
594,174,Fri,Lunch,No,568
560,461,Tues,Dinner,Yes,135
45,517,Tues,Lunch,No,373
21,132,Fri,Lunch,No,422
873,163,Fri,Lunch,No,592
80,96,Wed,Dinner,No,429
876,90,Thur,Breakfast,No,209
501,478,Mon,Dinner,Yes,189
6,135,Tues,Lunch,Yes,106
297,45,Mon,Lunch,No,403
783,42,Thur,Lunch,No,516
548,121,Wed,Lunch,No,588
114,128,Wed,Lunch,No,411
331,154,Tues,Dinner,No,350
290,145,Fri,Lunch,No,345
275,126,Fri,Lunch,No,408
370,190,Fri,Lunch,No,355
106,172,Fri,Dinner,No,606
817,277,Mon,Lunch,No,567
143,100,Fri,Breakfast,No,349
640,465,Mon,Dinner,No,287
512,88,Fri,Dinner,No,464
544,128,Fri,Dinner,No,749
468,177,Fri,Breakfast,No,307
710,136,Thur,Breakfast,No,392
151,354,Tues,Dinner,No,649
442,327,Wed,Lunch,No,411
428,581,Wed,Lunch,No,297
289,134,Fri,Lunch,Yes,127
543,364,Wed,Lunch,No,536
450,224,Tues,Dinner,No,715
639,485,Thur,Dinner,No,662
107,438,Mon,Breakfast,No,499
297,114,Tues,Dinner,No,775
778,279,Mon,Lunch,No,307
427,80,Mon,Dinner,No,608
409,110,Wed,Lunch,No,318
834,30,Wed,Dinner,No,442
622,170,Wed,Lunch,No,597
366,292,Tues,Dinner,No,554
340,34,Tues,Lunch,No,497
404,199,Mon,Dinner,No,315
678,416,Wed,Dinner,Yes,94
882,152,Wed,Lunch,No,284
801,405,Wed,Lunch,No,297
260,100,Mon,Lunch,No,593
4,289,Thur,Lunch,No,595
236,212,Wed,Lunch,No,518
843,230,Fri,Dinner,No,798
833,360,Tues,Dinner,No,524
872,76,Wed,Dinner,No,823
243,71,Wed,Lunch,Yes,189
510,430,Mon,Dinner,No,311
608,161,Wed,Dinner,No,385
108,511,Thur,Lunch,No,250
5,533,Wed,Dinner,No,578
180,46,Mon,Lunch,No,434
302,99,Thur,Dinner,No,641
849,140,Mon,Lunch,No,463
56,129,Wed,Lunch,No,528
676,43,Fri,Lunch,No,414
503,546,Fri,Dinner,No,698
302,106,Fri,Lunch,No,327
449,151,Mon,Lunch,No,476
560,228,Tues,Lunch,No,572
556,191,Wed,Dinner,No,372
633,353,Mon,Breakfast,No,382
90,174,Mon,Lunch,No,436
18,252,Tues,Breakfast,No,221
449,466,Wed,Dinner,No,746
12,376,Mon,Breakfast,Yes,174
377,227,Fri,Dinner,No,793
366,188,Mon,Lunch,No,235
716,245,Wed,Lunch,No,362
845,449,Mon,Dinner,Yes,125
799,43,Tues,Dinner,Yes,153
787,106,Tues,Dinner,No,604
608,235,Thur,Lunch,No,410
457,142,Wed,Dinner,No,544
201,122,Mon,Dinner,No,575
735,323,Tues,Lunch,No,392
673,182,Wed,Lunch,Yes,140
561,88,Wed,Lunch,No,560
386,250,Mon,Lunch,No,447
195,133,Thur,Breakfast,No,430
185,173,Mon,Dinner,No,405
569,68,Wed,Lunch,No,486
63,125,Mon,Breakfast,No,248
593,102,Fri,Lunch,No,446
381,386,Thur,Dinner,No,752
36,110,Mon,Lunch,No,233
497,571,Wed,Lunch,No,241
85,515,Thur,Lunch,No,338
689,138,Wed,Dinner,Yes,167
99,83,Mon,Dinner,No,697
599,102,Tues,Dinner,No,716
683,54,Wed,Lunch,No,347
219,76,Fri,Lunch,No,409
308,532,Mon,Lunch,No,446
745,461,Wed,Lunch,No,363
867,308,Mon,Lunch,No,555
85,33,Tues,Dinner,Yes,182
785,104,Tues,Lunch,No,302
709,516,Fri,Dinner,No,799
802,515,Mon,Lunch,No,279
223,401,Fri,Dinner,No,803
222,152,Thur,Breakfast,No,278
417,598,Tues,Dinner,No,347
125,524,Tues,Breakfast,Yes,101
504,118,Thur,Lunch,No,365
790,116,Tues,Dinner,No,285
753,145,Wed,Lunch,No,503
265,487,Tues,Dinner,Yes,173
602,130,Mon,Lunch,Yes,119
201,121,Fri,Breakfast,Yes,88
192,591,Tues,Dinner,Yes,105
313,496,Mon,Dinner,No,588
497,123,Mon,Lunch,No,485
29,177,Wed,Lunch,No,534
233,158,Fri,Lunch,No,587
521,396,Mon,Dinner,No,640
186,217,Tues,Lunch,Yes,135
594,165,Thur,Lunch,No,544
190,339,Thur,Dinner,No,301
89,151,Mon,Breakfast,No,188
17,433,Tues,Lunch,No,390
357,90,Wed,Breakfast,No,314
466,96,Wed,Dinner,No,775
561,285,Tues,Dinner,No,514
50,89,Tues,Dinner,No,371
432,511,Wed,Lunch,No,447
200,86,Thur,Lunch,No,530
664,237,Fri,Lunch,No,425
689,87,Wed,Lunch,No,397
585,252,Mon,Lunch,No,325
608,60,Wed,Lunch,No,275
438,126,Fri,Lunch,No,531
826,224,Mon,Breakfast,No,403
325,111,Wed,Dinner,No,650
308,362,Thur,Dinner,No,801
219,125,Tues,Dinner,No,620
189,161,Tues,Breakfast,No,411
79,150,Mon,Lunch,No,556
131,334,Mon,Lunch,Yes,117
711,72,Tues,Dinner,No,322
475,394,Mon,Lunch,No,290
874,480,Thur,Dinner,No,655
716,100,Fri,Lunch,No,279
873,44,Thur,Lunch,No,438
198,157,Mon,Dinner,Yes,106
247,272,Tues,Dinner,No,489
653,50,Thur,Lunch,No,497
684,134,Tues,Lunch,No,577
420,588,Mon,Dinner,Yes,115
322,142,Wed,Lunch,No,419
714,118,Mon,Lunch,No,475
42,109,Wed,Dinner,No,631
503,186,Thur,Breakfast,No,314
605,174,Tues,Dinner,No,334
881,183,Mon,Lunch,No,594
868,176,Fri,Lunch,No,260
273,102,Fri,Lunch,No,462
366,580,Fri,Dinner,Yes,125
761,55,Tues,Lunch,No,299
822,69,Wed,Dinner,No,409
650,431,Fri,Lunch,No,414
635,151,Fri,Lunch,No,554
125,155,Wed,Lunch,No,281
28,78,Fri,Lunch,No,428
209,98,Mon,Dinner,No,285
483,131,Wed,Dinner,Yes,122
544,257,Thur,Lunch,No,480
358,97,Fri,Lunch,No,439
131,202,Mon,Breakfast,No,231
497,154,Tues,Breakfast,Yes,101
641,110,Fri,Lunch,Yes,162
487,122,Thur,Dinner,No,813
197,175,Tues,Dinner,No,390
482,107,Mon,Dinner,Yes,180
716,233,Fri,Dinner,No,658
710,187,Wed,Lunch,Yes,85
71,309,Fri,Lunch,No,340
527,121,Mon,Lunch,No,599
184,129,Mon,Lunch,Yes,137
559,149,Wed,Lunch,No,290
73,102,Thur,Breakfast,No,362
806,198,Tues,Dinner,No,412
421,123,Mon,Dinner,No,396
596,128,Mon,Lunch,No,273
834,320,Mon,Breakfast,No,175
223,111,Tues,Lunch,No,331
697,486,Thur,Lunch,No,511
798,150,Wed,Breakfast,Yes,185
735,50,Tues,Lunch,No,259
618,440,Thur,Dinner,No,656
510,136,Mon,Breakfast,Yes,159
238,42,Tues,Breakfast,No,398
303,222,Wed,Breakfast,No,496
602,372,Tues,Dinner,Yes,142
618,205,Thur,Lunch,No,409
205,505,Thur,Lunch,No,241
213,422,Thur,Lunch,No,573
308,124,Thur,Dinner,No,646
239,280,Wed,Lunch,No,256
570,202,Wed,Lunch,Yes,156
810,79,Fri,Lunch,No,358
734,116,Tues,Breakfast,No,388
664,302,Thur,Dinner,Yes,157
791,257,Tues,Dinner,No,488
60,354,Tues,Breakfast,No,422
310,221,Wed,Lunch,No,258
626,123,Mon,Dinner,No,375
313,135,Thur,Lunch,No,591
809,143,Mon,Dinner,No,723
819,71,Wed,Lunch,No,496
62,117,Tues,Dinner,No,611
91,206,Tues,Lunch,No,362
78,448,Wed,Lunch,No,254
183,330,Fri,Lunch,No,253
228,178,Tues,Lunch,No,357
537,389,Fri,Breakfast,No,349
737,286,Thur,Dinner,No,734
605,281,Wed,Dinner,No,741
800,84,Mon,Lunch,No,316
201,106,Thur,Lunch,No,301
733,503,Fri,Lunch,No,501
397,296,Thur,Breakfast,No,312
2,134,Tues,Dinner,No,364
157,100,Mon,Breakfast,No,426
571,153,Thur,Lunch,No,367
788,404,Thur,Lunch,No,218
622,599,Mon,Breakfast,No,469
815,149,Wed,Dinner,No,685
557,35,Fri,Dinner,Yes,183
524,257,Fri,Lunch,No,317
791,105,Mon,Lunch,No,526
562,35,Tues,Breakfast,No,351
456,128,Thur,Dinner,No,492
630,116,Thur,Lunch,Yes,87
692,278,Wed,Breakfast,No,308
355,569,Fri,Dinner,No,330
222,480,Tues,Lunch,No,262
357,412,Wed,Dinner,No,451
84,123,Mon,Dinner,No,582
283,69,Fri,Dinner,No,536
816,250,Wed,Lunch,No,500
394,70,Tues,Lunch,No,331
60,549,Wed,Lunch,No,364
786,191,Mon,Dinner,No,315
160,528,Wed,Dinner,No,607
77,107,Thur,Dinner,No,423
843,162,Thur,Dinner,No,634
575,157,Wed,Breakfast,No,434
843,119,Tues,Breakfast,No,349
234,148,Fri,Dinner,No,457
364,86,Mon,Dinner,Yes,139
637,172,Fri,Dinner,Yes,89
761,235,Thur,Dinner,Yes,85
536,142,Mon,Dinner,Yes,166
99,115,Wed,Lunch,No,280
204,584,Wed,Breakfast,Yes,88
503,39,Thur,Lunch,No,555
103,375,Thur,Lunch,No,289
114,203,Fri,Dinner,Yes,113
255,47,Wed,Lunch,No,418
101,97,Tues,Lunch,Yes,120
696,438,Mon,Dinner,No,717
21,366,Mon,Lunch,No,492
832,98,Wed,Dinner,No,821
809,469,Tues,Lunch,No,317
610,142,Mon,Lunch,No,257
168,485,Mon,Lunch,No,226
747,82,Tues,Lunch,No,478
295,132,Fri,Lunch,No,307
445,141,Wed,Dinner,No,697
524,45,Tues,Dinner,No,475
42,110,Tues,Dinner,No,357
402,312,Fri,Lunch,No,316
789,123,Tues,Lunch,No,486
245,162,Thur,Dinner,No,718
657,206,Wed,Lunch,No,347
371,51,Fri,Dinner,No,297
564,292,Tues,Dinner,No,716
425,75,Wed,Lunch,No,367
10,129,Fri,Dinner,No,681
304,352,Fri,Lunch,No,597
29,95,Thur,Dinner,No,757
674,351,Fri,Dinner,Yes,166
31,518,Thur,Lunch,Yes,106
157,370,Thur,Lunch,No,417
206,121,Thur,Lunch,No,515
272,323,Thur,Lunch,No,566
467,144,Wed,Lunch,Yes,146
142,176,Wed,Lunch,No,496
257,267,Wed,Lunch,No,472
108,578,Tues,Dinner,No,506
814,106,Fri,Dinner,No,290
226,62,Wed,Dinner,No,726
738,111,Tues,Lunch,No,290
252,76,Tues,Dinner,No,305
137,155,Thur,Breakfast,Yes,124
126,185,Thur,Dinner,Yes,160
257,142,Thur,Lunch,No,333
178,82,Wed,Lunch,No,508
97,158,Mon,Lunch,No,351
824,88,Mon,Lunch,No,445
261,105,Mon,Dinner,No,823
347,509,Tues,Breakfast,No,257
451,297,Wed,Lunch,No,404
579,148,Tues,Breakfast,No,230
202,92,Wed,Dinner,No,442
835,145,Mon,Breakfast,No,200
503,54,Wed,Dinner,Yes,136
280,202,Fri,Lunch,No,308
803,398,Tues,Lunch,No,275
521,122,Mon,Breakfast,No,365
866,231,Mon,Lunch,No,429
598,140,Mon,Lunch,No,388
145,51,Fri,Breakfast,No,294
70,61,Mon,Lunch,No,352
596,143,Thur,Breakfast,No,227
28,365,Mon,Lunch,No,444
164,255,Mon,Lunch,No,565
707,268,Fri,Dinner,Yes,163
36,200,Wed,Lunch,No,282
401,565,Tues,Breakfast,No,384
201,99,Mon,Lunch,Yes,160
864,189,Fri,Lunch,No,571
153,63,Thur,Lunch,No,292
117,204,Fri,Breakfast,Yes,111
298,254,Tues,Dinner,No,615
380,93,Wed,Dinner,Yes,134
724,153,Wed,Lunch,No,251
640,282,Thur,Lunch,No,375
203,252,Wed,Breakfast,No,202
379,67,Mon,Lunch,No,420
202,104,Mon,Lunch,No,406
209,130,Fri,Breakfast,No,195
715,222,Thur,Breakfast,Yes,107
391,204,Fri,Dinner,No,634
824,392,Fri,Lunch,Yes,176
333,191,Thur,Breakfast,No,180
371,293,Tues,Dinner,Yes,167
245,144,Mon,Dinner,Yes,172
209,209,Mon,Dinner,No,410
427,438,Tues,Dinner,No,562
684,268,Fri,Lunch,No,317
836,174,Thur,Dinner,No,638
832,338,Tues,Lunch,No,353
817,595,Thur,Dinner,No,470
521,138,Wed,Dinner,No,813
18,80,Mon,Dinner,No,821
508,195,Wed,Lunch,No,480
499,173,Tues,Lunch,Yes,96
440,433,Fri,Lunch,No,433
518,126,Wed,Lunch,No,298
273,302,Thur,Dinner,No,821
387,158,Mon,Lunch,No,360
829,177,Fri,Lunch,No,292
415,117,Fri,Dinner,Yes,125
92,164,Fri,Dinner,No,676
198,344,Tues,Breakfast,No,300
375,539,Mon,Dinner,No,539
786,120,Fri,Lunch,No,343
623,302,Tues,Breakfast,No,497
382,118,Tues,Lunch,Yes,161
458,136,Tues,Lunch,No,286
33,119,Fri,Lunch,Yes,163
268,94,Wed,Dinner,No,794
151,277,Thur,Dinner,No,461
143,119,Wed,Lunch,No,544
869,32,Fri,Dinner,No,516
184,510,Tues,Breakfast,No,463
292,69,Fri,Dinner,Yes,141
1,97,Thur,Lunch,No,322
