storenum,secs,dayofweek,meal,drinkonly,cost,satisfaction
707,89,Mon,Dinner,No,663,9
81,149,Fri,Dinner,No,721,6
301,63,Wed,Lunch,No,497,7
688,149,Mon,Breakfast,No,479,6
123,123,Thur,Dinner,No,416,5
556,148,Mon,Dinner,No,693,8
742,74,Wed,Dinner,No,650,5
744,131,Wed,Dinner,No,559,7
89,88,Thur,Lunch,No,570,8
874,135,Tues,Dinner,No,375,6
429,377,Fri,Breakfast,No,269,5
734,540,Tues,Lunch,No,593,6
802,453,Mon,Lunch,Yes,132,5
649,117,Wed,Lunch,No,322,7
699,117,Fri,Lunch,Yes,139,6
590,314,Fri,Lunch,No,401,6
14,257,Fri,Lunch,No,320,4
368,141,Mon,Dinner,No,801,9
549,182,Fri,Dinner,No,577,8
489,83,Tues,Breakfast,No,291,6
605,39,Tues,Dinner,No,406,8
369,340,Fri,Lunch,No,543,6
556,471,Thur,Breakfast,Yes,166,5
661,109,Mon,Breakfast,No,437,6
202,127,Thur,Lunch,No,275,6
432,137,Thur,Breakfast,No,234,6
106,355,Fri,Lunch,No,404,6
607,41,Fri,Lunch,No,403,8
195,96,Tues,Lunch,No,350,7
453,143,Wed,Lunch,No,513,6
403,92,Fri,Lunch,No,456,7
154,441,Mon,Lunch,No,266,4
626,350,Thur,Dinner,No,427,7
538,456,Thur,Dinner,No,529,6
879,78,Thur,Lunch,No,581,6
704,93,Fri,Breakfast,No,456,9
730,48,Thur,Dinner,No,352,6
265,534,Thur,Dinner,No,740,6
504,173,Tues,Lunch,No,441,7
535,151,Tues,Lunch,No,410,8
544,134,Thur,Dinner,Yes,184,4
477,57,Fri,Dinner,No,565,8
340,108,Fri,Breakfast,No,405,9
611,338,Tues,Dinner,No,685,7
465,396,Thur,Lunch,No,585,7
198,115,Fri,Lunch,No,242,6
844,157,Wed,Lunch,Yes,169,7
799,143,Tues,Lunch,No,239,5
39,508,Thur,Lunch,No,251,2
584,475,Tues,Lunch,No,482,4
140,318,Wed,Dinner,No,517,7
23,112,Thur,Lunch,No,310,5
685,135,Fri,Breakfast,No,264,8
694,79,Fri,Lunch,No,310,8
401,531,Fri,Lunch,No,403,4
589,118,Mon,Lunch,No,217,6
79,76,Tues,Lunch,Yes,139,6
187,206,Fri,Lunch,No,433,5
48,522,Thur,Breakfast,No,436,5
177,383,Thur,Breakfast,No,308,4
542,355,Mon,Dinner,Yes,139,3
773,177,Mon,Lunch,Yes,121,6
881,165,Wed,Dinner,No,477,6
831,379,Thur,Breakfast,No,292,7
374,82,Thur,Breakfast,No,447,10
176,91,Wed,Lunch,No,521,7
858,263,Thur,Lunch,No,493,7
72,138,Tues,Breakfast,Yes,94,6
113,130,Mon,Dinner,No,474,8
488,183,Mon,Lunch,No,464,8
817,280,Tues,Dinner,No,562,6
807,114,Tues,Lunch,No,455,7
15,94,Mon,Dinner,Yes,141,6
620,140,Wed,Dinner,Yes,151,7
322,106,Tues,Dinner,No,394,6
822,146,Thur,Lunch,No,442,6
66,73,Thur,Lunch,No,583,7
394,479,Mon,Dinner,No,474,3
245,149,Tues,Breakfast,No,236,8
320,86,Thur,Breakfast,No,284,6
249,409,Fri,Dinner,No,781,8
288,346,Fri,Lunch,Yes,128,3
525,427,Thur,Lunch,Yes,173,4
556,68,Fri,Lunch,No,499,6
165,96,Fri,Lunch,No,258,7
851,48,Mon,Dinner,No,502,6
458,113,Wed,Lunch,No,253,7
669,141,Fri,Lunch,No,583,9
276,257,Fri,Lunch,No,486,5
752,104,Wed,Dinner,No,696,7
199,421,Tues,Dinner,Yes,139,3
458,260,Thur,Dinner,No,426,6
390,138,Thur,Breakfast,No,201,8
879,160,Tues,Breakfast,No,376,8
862,156,Thur,Dinner,No,343,6
343,207,Mon,Breakfast,No,298,5
890,252,Wed,Lunch,No,273,7
605,208,Mon,Lunch,No,471,8
44,53,Fri,Lunch,No,331,8
495,275,Wed,Lunch,No,386,6
267,417,Mon,Lunch,No,452,4
476,149,Fri,Lunch,No,508,8
761,155,Wed,Dinner,No,344,5
447,147,Fri,Breakfast,No,240,9
449,270,Fri,Dinner,No,607,4
232,466,Tues,Lunch,No,537,5
46,52,Mon,Dinner,No,489,6
593,80,Fri,Lunch,No,418,6
796,280,Mon,Lunch,Yes,131,6
263,97,Mon,Lunch,No,245,7
598,122,Thur,Breakfast,No,263,7
847,32,Fri,Lunch,No,529,9
815,138,Thur,Lunch,No,328,5
433,298,Fri,Lunch,No,521,5
721,410,Tues,Dinner,No,457,5
849,369,Thur,Lunch,No,222,4
698,35,Wed,Dinner,No,627,7
744,490,Fri,Dinner,No,547,3
695,376,Fri,Lunch,No,451,7
729,536,Mon,Lunch,No,432,4
519,77,Mon,Dinner,No,576,8
388,424,Fri,Dinner,No,746,8
236,515,Thur,Lunch,No,532,6
554,260,Wed,Dinner,No,487,7
307,59,Wed,Breakfast,Yes,137,7
605,433,Mon,Lunch,No,234,4
795,140,Tues,Lunch,No,522,6
509,286,Mon,Lunch,No,307,6
204,375,Tues,Lunch,No,548,6
443,188,Thur,Lunch,No,389,5
322,116,Mon,Dinner,No,789,8
17,231,Mon,Lunch,No,337,6
827,129,Tues,Lunch,No,278,7
734,218,Fri,Lunch,No,539,7
211,98,Wed,Dinner,No,450,8
426,461,Thur,Lunch,No,557,7
401,375,Thur,Dinner,No,611,4
727,143,Wed,Lunch,No,520,6
243,74,Wed,Lunch,No,316,6
890,245,Thur,Lunch,No,342,5
739,142,Mon,Lunch,No,263,7
104,178,Thur,Lunch,No,278,6
563,57,Fri,Lunch,No,460,8
482,79,Wed,Lunch,No,220,8
523,119,Wed,Dinner,No,470,8
493,459,Thur,Dinner,No,555,4
754,115,Thur,Lunch,Yes,185,4
649,320,Mon,Dinner,No,348,3
769,113,Tues,Lunch,No,405,7
137,147,Thur,Dinner,No,369,5
199,204,Mon,Lunch,No,341,6
279,188,Wed,Lunch,No,257,7
184,170,Thur,Lunch,No,539,6
292,149,Wed,Dinner,No,558,8
123,458,Tues,Dinner,No,499,4
589,504,Tues,Lunch,No,473,3
245,305,Fri,Dinner,No,378,6
651,101,Fri,Lunch,No,507,8
342,106,Fri,Dinner,Yes,165,8
451,522,Mon,Lunch,No,287,2
474,327,Mon,Dinner,No,704,7
413,244,Wed,Dinner,No,825,7
775,58,Mon,Lunch,No,504,6
690,292,Tues,Dinner,No,388,5
587,109,Tues,Dinner,No,303,7
665,120,Wed,Lunch,No,280,4
287,67,Tues,Dinner,No,635,9
463,365,Mon,Breakfast,No,264,4
2,318,Thur,Dinner,No,346,5
619,205,Tues,Lunch,No,275,8
141,147,Wed,Lunch,No,448,8
323,188,Wed,Dinner,No,302,5
640,180,Wed,Lunch,No,378,8
522,184,Mon,Dinner,No,532,5
54,237,Tues,Lunch,No,218,5
280,125,Fri,Lunch,Yes,109,7
505,137,Wed,Breakfast,No,320,6
318,280,Tues,Dinner,No,815,8
634,346,Mon,Breakfast,No,374,8
394,242,Mon,Lunch,No,287,6
55,337,Fri,Lunch,Yes,186,5
524,162,Thur,Breakfast,No,348,7
20,125,Mon,Dinner,No,422,5
639,401,Tues,Lunch,No,385,4
263,132,Wed,Breakfast,No,255,5
81,161,Wed,Dinner,No,603,7
765,62,Fri,Breakfast,Yes,107,5
545,386,Mon,Lunch,No,586,4
518,145,Mon,Dinner,No,302,7
96,297,Mon,Lunch,Yes,192,4
705,463,Thur,Lunch,No,530,4
374,149,Mon,Breakfast,No,340,9
158,43,Mon,Dinner,No,723,8
262,151,Fri,Lunch,No,577,7
425,100,Tues,Lunch,No,593,8
28,145,Wed,Dinner,No,430,7
158,176,Thur,Lunch,No,366,5
809,123,Fri,Lunch,No,371,6
820,83,Thur,Dinner,No,804,8
189,282,Tues,Lunch,No,337,6
592,39,Tues,Lunch,No,400,6
316,299,Wed,Dinner,Yes,100,4
687,125,Fri,Breakfast,No,222,7
450,135,Thur,Breakfast,No,239,6
589,262,Wed,Lunch,No,356,5
836,461,Wed,Lunch,Yes,119,3
202,64,Thur,Lunch,No,419,7
822,372,Wed,Dinner,No,658,7
222,343,Fri,Lunch,Yes,113,5
125,243,Tues,Dinner,No,671,8
641,82,Wed,Lunch,No,361,9
104,130,Wed,Lunch,No,244,6
724,234,Tues,Lunch,No,317,6
277,149,Tues,Lunch,No,345,8
519,135,Wed,Breakfast,Yes,171,8
742,196,Wed,Lunch,Yes,154,4
190,121,Thur,Lunch,No,334,7
863,38,Fri,Dinner,No,747,7
437,488,Wed,Dinner,No,332,5
210,96,Tues,Lunch,No,416,6
331,475,Fri,Lunch,No,509,5
853,111,Tues,Dinner,No,459,5
406,311,Mon,Lunch,No,281,4
47,166,Mon,Lunch,No,347,5
320,124,Wed,Dinner,No,620,7
735,140,Fri,Dinner,No,642,6
648,117,Thur,Lunch,No,321,7
194,154,Thur,Lunch,No,415,6
795,50,Mon,Lunch,No,280,8
783,138,Wed,Lunch,No,510,7
525,110,Wed,Lunch,Yes,166,6
577,68,Thur,Lunch,No,304,8
99,417,Mon,Lunch,No,534,5
324,130,Thur,Lunch,No,364,6
510,403,Wed,Dinner,Yes,143,3
338,65,Thur,Lunch,No,508,9
321,291,Fri,Lunch,No,403,6
349,93,Thur,Lunch,No,546,8
163,201,Wed,Dinner,No,790,9
31,160,Tues,Lunch,No,399,7
321,399,Wed,Dinner,Yes,137,4
603,235,Fri,Lunch,No,582,6
482,131,Mon,Lunch,No,495,8
794,148,Tues,Breakfast,No,236,6
165,138,Thur,Lunch,No,329,5
305,60,Mon,Lunch,No,558,8
338,287,Mon,Lunch,No,261,4
889,59,Tues,Lunch,Yes,151,6
46,166,Wed,Lunch,No,281,4
426,203,Thur,Lunch,No,258,7
788,34,Tues,Lunch,No,230,7
669,181,Fri,Dinner,No,358,5
604,274,Wed,Lunch,No,234,6
393,319,Wed,Breakfast,Yes,86,7
152,323,Thur,Lunch,No,284,6
873,503,Tues,Lunch,No,570,7
749,336,Fri,Lunch,No,412,6
703,188,Mon,Lunch,No,539,8
882,63,Wed,Dinner,No,692,7
289,112,Fri,Lunch,No,331,4
299,148,Fri,Dinner,No,784,6
310,154,Tues,Dinner,No,520,6
636,76,Mon,Dinner,No,680,9
645,61,Thur,Dinner,No,697,9
746,194,Wed,Dinner,No,778,7
865,184,Fri,Lunch,No,474,5
101,112,Mon,Dinner,No,539,7
786,108,Mon,Breakfast,No,373,7
735,118,Fri,Lunch,No,286,6
459,263,Mon,Dinner,No,466,8
659,114,Mon,Lunch,No,578,5
121,381,Thur,Lunch,Yes,123,5
159,524,Mon,Lunch,No,383,2
366,367,Wed,Dinner,No,561,7
382,504,Thur,Lunch,No,546,4
110,78,Wed,Dinner,No,626,8
203,162,Tues,Lunch,No,401,5
128,138,Mon,Lunch,No,485,5
208,205,Mon,Lunch,Yes,178,4
350,62,Wed,Dinner,Yes,135,7
820,119,Wed,Lunch,No,281,7
415,289,Thur,Lunch,No,307,7
473,129,Thur,Dinner,No,442,7
343,153,Wed,Dinner,No,829,6
293,174,Tues,Breakfast,No,386,6
663,92,Mon,Lunch,No,217,4
759,56,Fri,Lunch,No,220,5
114,160,Tues,Dinner,No,339,6
535,149,Wed,Dinner,No,363,6
79,136,Fri,Dinner,Yes,184,5
411,136,Fri,Lunch,No,576,6
523,257,Thur,Dinner,No,818,7
578,196,Wed,Dinner,No,498,6
67,122,Wed,Dinner,No,480,6
7,147,Thur,Dinner,No,706,7
169,253,Mon,Dinner,No,677,6
209,483,Tues,Dinner,No,621,5
96,60,Mon,Dinner,Yes,172,8
103,68,Wed,Breakfast,No,482,8
466,114,Thur,Dinner,No,595,6
15,85,Thur,Dinner,No,530,7
809,62,Thur,Dinner,No,504,8
323,149,Thur,Dinner,No,376,7
246,480,Wed,Dinner,No,624,7
396,184,Wed,Lunch,No,531,6
278,155,Fri,Breakfast,No,316,9
712,174,Mon,Lunch,No,545,5
824,38,Wed,Breakfast,No,426,9
290,131,Tues,Dinner,No,653,7
158,108,Fri,Lunch,No,473,6
283,190,Thur,Lunch,No,580,8
24,462,Thur,Dinner,No,440,6
633,274,Fri,Dinner,No,323,6
557,338,Thur,Dinner,No,548,8
574,329,Wed,Lunch,No,301,4
532,121,Fri,Breakfast,No,482,9
405,482,Fri,Lunch,No,470,5
502,446,Tues,Dinner,No,657,5
170,124,Mon,Lunch,No,384,6
653,200,Fri,Lunch,No,465,8
41,291,Wed,Dinner,No,593,7
120,213,Wed,Lunch,No,246,7
676,143,Tues,Breakfast,No,232,7
483,146,Mon,Dinner,Yes,121,8
330,484,Mon,Lunch,No,591,7
720,100,Wed,Dinner,No,319,7
468,599,Thur,Lunch,No,564,4
288,110,Fri,Dinner,No,679,5
548,110,Fri,Dinner,Yes,183,7
105,30,Thur,Lunch,No,248,5
367,227,Fri,Dinner,No,371,4
40,161,Fri,Lunch,No,589,5
41,106,Thur,Lunch,No,553,7
793,472,Fri,Lunch,No,373,3
309,585,Wed,Dinner,Yes,121,3
826,59,Wed,Dinner,No,536,7
178,179,Fri,Dinner,No,489,8
663,214,Fri,Dinner,Yes,174,5
741,55,Wed,Breakfast,No,230,8
439,468,Fri,Lunch,No,505,3
138,87,Wed,Lunch,Yes,180,4
499,324,Wed,Dinner,No,588,5
255,306,Thur,Lunch,No,349,7
862,522,Tues,Dinner,Yes,115,5
531,106,Wed,Dinner,No,767,7
882,147,Tues,Breakfast,No,313,9
227,319,Fri,Lunch,No,508,6
356,168,Tues,Lunch,No,575,5
73,162,Tues,Lunch,No,462,5
483,519,Wed,Lunch,No,250,4
259,33,Thur,Dinner,No,809,9
473,124,Fri,Lunch,No,476,7
870,127,Thur,Breakfast,No,231,6
230,153,Wed,Lunch,No,431,8
172,166,Thur,Dinner,No,748,8
334,562,Fri,Lunch,No,242,4
196,296,Mon,Lunch,No,507,6
705,97,Wed,Dinner,No,428,7
86,35,Fri,Lunch,No,536,9
319,124,Fri,Lunch,No,431,6
209,405,Fri,Dinner,No,815,5
207,524,Tues,Dinner,No,753,7
620,117,Tues,Breakfast,Yes,138,7
571,156,Mon,Lunch,No,547,7
130,263,Wed,Lunch,No,282,7
764,59,Tues,Lunch,No,518,6
81,66,Mon,Lunch,No,329,7
752,303,Tues,Lunch,No,233,5
846,514,Tues,Lunch,No,521,3
597,174,Mon,Lunch,No,524,6
127,352,Tues,Lunch,No,376,7
276,184,Tues,Lunch,No,599,6
567,526,Thur,Dinner,Yes,156,3
114,523,Wed,Dinner,No,731,4
827,166,Mon,Breakfast,No,307,7
454,452,Wed,Dinner,No,775,7
706,349,Thur,Dinner,No,562,7
86,129,Thur,Dinner,No,285,6
443,202,Wed,Lunch,No,400,5
138,219,Wed,Lunch,Yes,157,5
210,276,Wed,Lunch,No,380,8
45,301,Fri,Lunch,No,549,7
608,141,Mon,Dinner,No,797,6
76,66,Thur,Dinner,No,707,9
189,109,Tues,Dinner,Yes,108,6
737,208,Tues,Dinner,No,626,6
540,419,Wed,Lunch,No,567,6
442,174,Wed,Lunch,No,482,6
1,144,Wed,Dinner,No,785,8
713,302,Wed,Lunch,No,335,4
531,138,Wed,Dinner,No,662,6
843,340,Thur,Dinner,No,744,5
171,599,Fri,Lunch,Yes,176,3
188,83,Fri,Breakfast,Yes,123,8
365,139,Thur,Lunch,Yes,191,7
193,156,Thur,Breakfast,No,442,7
860,151,Wed,Dinner,No,798,8
101,134,Thur,Breakfast,No,384,7
836,279,Wed,Dinner,No,481,7
289,44,Mon,Lunch,No,420,8
105,50,Thur,Lunch,Yes,122,7
367,270,Thur,Lunch,Yes,109,5
21,336,Fri,Lunch,No,363,5
810,171,Mon,Lunch,Yes,118,5
45,105,Fri,Lunch,No,271,6
769,53,Wed,Dinner,No,760,10
526,134,Fri,Breakfast,No,212,6
77,44,Mon,Lunch,No,475,9
36,297,Mon,Lunch,No,387,7
432,254,Fri,Breakfast,Yes,157,5
258,110,Thur,Lunch,No,452,6
660,569,Tues,Lunch,No,287,6
418,102,Tues,Dinner,No,760,6
798,119,Tues,Dinner,No,426,8
421,283,Fri,Lunch,No,338,4
117,155,Tues,Lunch,No,510,7
497,149,Mon,Lunch,No,491,8
14,251,Tues,Dinner,No,687,6
111,143,Thur,Dinner,No,557,6
364,40,Fri,Lunch,No,529,7
206,461,Wed,Lunch,No,453,5
264,239,Thur,Breakfast,No,376,5
646,208,Fri,Lunch,No,314,4
548,152,Thur,Lunch,Yes,183,7
83,127,Thur,Lunch,Yes,144,5
147,370,Fri,Lunch,No,523,5
204,383,Mon,Lunch,No,228,6
808,379,Wed,Lunch,No,271,6
708,502,Tues,Lunch,No,599,5
747,216,Fri,Dinner,No,319,4
125,90,Mon,Dinner,Yes,94,6
337,387,Fri,Dinner,No,778,4
561,153,Mon,Dinner,No,557,6
736,557,Thur,Lunch,No,527,6
735,404,Thur,Lunch,No,599,5
797,165,Tues,Breakfast,No,217,9
170,124,Mon,Dinner,No,363,8
162,532,Thur,Lunch,No,455,4
890,115,Wed,Dinner,No,606,7
635,251,Wed,Dinner,No,766,7
551,575,Tues,Lunch,No,416,4
797,407,Mon,Lunch,No,340,3
227,243,Thur,Dinner,No,698,8
218,172,Mon,Lunch,Yes,117,6
90,199,Fri,Dinner,No,599,7
55,65,Fri,Lunch,No,252,5
188,176,Tues,Dinner,No,307,5
681,238,Tues,Lunch,No,379,6
591,505,Wed,Lunch,No,450,5
372,182,Wed,Dinner,Yes,153,5
849,83,Thur,Breakfast,No,272,6
191,99,Wed,Lunch,No,595,8
849,270,Mon,Lunch,No,403,4
554,62,Fri,Dinner,Yes,170,8
60,123,Fri,Dinner,No,573,9
98,400,Wed,Lunch,Yes,98,3
680,164,Thur,Lunch,No,511,6
463,42,Mon,Dinner,Yes,163,7
103,178,Mon,Lunch,No,351,4
517,589,Wed,Breakfast,No,482,4
343,101,Fri,Breakfast,No,397,8
147,102,Wed,Lunch,No,318,6
456,121,Wed,Dinner,No,410,7
76,144,Mon,Dinner,No,389,7
823,77,Thur,Lunch,No,518,8
326,258,Mon,Lunch,No,526,7
717,132,Fri,Dinner,No,826,5
201,32,Mon,Dinner,No,441,6
195,99,Mon,Lunch,No,490,6
235,109,Mon,Lunch,Yes,92,5
808,126,Thur,Dinner,No,325,7
138,152,Tues,Lunch,Yes,143,4
291,148,Fri,Dinner,No,298,5
665,42,Thur,Lunch,No,535,9
831,356,Wed,Lunch,No,241,6
848,153,Wed,Dinner,No,680,6
404,495,Fri,Lunch,No,533,5
885,38,Thur,Lunch,No,249,6
18,282,Tues,Dinner,No,751,7
417,287,Fri,Dinner,No,802,7
72,317,Thur,Lunch,Yes,188,5
478,275,Mon,Lunch,No,532,6
177,62,Tues,Dinner,No,290,8
843,120,Fri,Breakfast,No,431,8
268,123,Wed,Dinner,No,820,9
231,122,Wed,Lunch,No,388,5
774,191,Fri,Lunch,No,574,5
531,166,Thur,Lunch,No,295,6
21,68,Wed,Lunch,No,333,8
264,85,Thur,Breakfast,No,348,8
844,199,Tues,Lunch,No,488,7
623,324,Tues,Dinner,No,383,6
230,47,Thur,Lunch,No,317,6
804,127,Wed,Lunch,Yes,154,5
776,468,Wed,Lunch,Yes,158,3
674,106,Mon,Dinner,No,476,7
262,166,Tues,Breakfast,No,428,5
365,46,Fri,Dinner,No,800,8
775,165,Wed,Lunch,No,503,8
135,127,Mon,Lunch,No,267,8
526,149,Fri,Breakfast,No,473,9
495,69,Tues,Lunch,No,365,7
3,103,Thur,Lunch,Yes,155,5
106,59,Tues,Breakfast,No,356,8
786,123,Thur,Lunch,No,289,8
154,548,Wed,Lunch,No,225,3
393,250,Tues,Breakfast,Yes,148,7
780,228,Wed,Lunch,No,239,4
188,461,Tues,Dinner,No,558,4
180,140,Fri,Breakfast,No,297,6
72,177,Tues,Lunch,No,520,5
322,171,Mon,Dinner,No,579,6
80,588,Wed,Dinner,No,503,3
735,70,Wed,Dinner,Yes,163,6
129,143,Thur,Lunch,No,556,8
105,191,Mon,Lunch,No,316,7
31,262,Fri,Lunch,No,472,7
497,116,Wed,Lunch,No,573,7
648,68,Tues,Lunch,No,530,8
643,200,Mon,Lunch,No,318,5
555,117,Fri,Lunch,No,587,8
570,183,Thur,Breakfast,No,449,7
534,139,Mon,Dinner,No,366,6
110,412,Mon,Dinner,No,353,5
448,98,Fri,Lunch,No,460,5
857,161,Thur,Dinner,No,415,6
197,149,Tues,Lunch,No,481,6
672,306,Mon,Dinner,No,670,6
310,224,Mon,Lunch,No,381,4
321,156,Thur,Lunch,No,470,8
815,564,Mon,Lunch,No,412,2
851,467,Mon,Lunch,No,517,4
365,117,Wed,Lunch,Yes,96,6
881,212,Fri,Lunch,No,388,7
545,163,Mon,Lunch,No,538,7
424,91,Mon,Dinner,No,409,8
92,147,Tues,Dinner,Yes,178,7
524,373,Fri,Lunch,No,456,4
544,368,Mon,Lunch,No,274,5
753,172,Thur,Dinner,No,548,7
555,520,Tues,Lunch,Yes,184,4
386,124,Mon,Breakfast,Yes,184,6
110,134,Tues,Lunch,No,486,7
350,408,Tues,Lunch,No,445,3
453,472,Mon,Lunch,No,544,6
227,316,Mon,Dinner,No,499,8
728,284,Thur,Lunch,No,326,4
335,169,Thur,Dinner,No,680,7
831,250,Mon,Lunch,No,254,4
257,90,Wed,Lunch,No,337,5
241,113,Fri,Lunch,No,287,5
470,291,Wed,Lunch,No,337,4
113,179,Thur,Lunch,No,336,7
866,431,Thur,Breakfast,No,487,8
706,290,Fri,Lunch,No,592,6
55,44,Fri,Lunch,No,277,6
643,322,Mon,Dinner,No,653,5
493,547,Mon,Lunch,No,511,5
614,159,Fri,Dinner,No,533,5
500,240,Fri,Dinner,No,529,8
350,259,Tues,Dinner,No,820,7
530,53,Tues,Lunch,No,460,7
594,149,Tues,Lunch,No,418,6
572,199,Thur,Lunch,No,241,7
858,160,Wed,Lunch,No,225,6
794,385,Fri,Lunch,No,533,4
499,211,Fri,Lunch,No,366,5
697,468,Wed,Lunch,No,423,5
847,79,Thur,Lunch,No,559,8
29,261,Fri,Dinner,No,431,5
441,209,Mon,Dinner,Yes,89,5
573,343,Wed,Lunch,No,322,5
384,90,Mon,Dinner,No,607,6
467,463,Thur,Breakfast,No,413,7
477,111,Mon,Dinner,No,716,8
773,209,Fri,Lunch,No,504,6
185,168,Thur,Breakfast,No,185,6
448,217,Fri,Breakfast,No,240,8
738,154,Fri,Breakfast,Yes,129,6
876,75,Tues,Lunch,No,289,5
701,212,Thur,Lunch,No,406,4
612,107,Fri,Breakfast,No,270,8
606,83,Tues,Dinner,No,445,7
183,50,Mon,Breakfast,No,414,6
397,40,Fri,Dinner,No,320,6
56,132,Thur,Dinner,No,468,7
383,133,Mon,Lunch,Yes,97,6
558,118,Fri,Lunch,No,354,7
544,287,Tues,Dinner,No,531,5
5,40,Wed,Lunch,No,264,5
505,372,Thur,Lunch,No,497,7
498,125,Tues,Dinner,Yes,93,6
97,155,Tues,Lunch,No,556,5
781,96,Mon,Lunch,No,285,5
837,186,Wed,Lunch,No,308,7
851,519,Mon,Lunch,No,519,3
212,133,Mon,Breakfast,No,430,9
507,75,Tues,Lunch,No,474,6
199,261,Tues,Lunch,No,573,6
169,214,Fri,Dinner,No,323,5
517,151,Thur,Dinner,No,751,8
239,519,Thur,Lunch,No,226,5
60,454,Mon,Lunch,No,352,4
773,180,Mon,Dinner,Yes,149,6
370,76,Fri,Lunch,No,374,7
831,425,Tues,Dinner,No,767,6
683,104,Mon,Dinner,No,337,5
129,164,Fri,Lunch,No,375,6
253,119,Thur,Breakfast,Yes,97,7
152,104,Mon,Lunch,No,228,8
457,69,Mon,Lunch,No,565,7
833,181,Fri,Lunch,No,465,5
227,354,Tues,Lunch,No,382,4
257,257,Fri,Lunch,No,461,4
248,318,Fri,Dinner,No,761,8
582,55,Wed,Lunch,No,387,7
448,115,Thur,Lunch,No,481,5
47,63,Thur,Lunch,No,401,7
754,345,Fri,Dinner,No,285,5
589,113,Fri,Breakfast,No,312,6
213,138,Tues,Dinner,No,383,7
751,270,Tues,Dinner,No,683,7
285,386,Wed,Lunch,No,238,6
565,525,Wed,Dinner,No,673,3
168,100,Mon,Lunch,No,327,6
339,538,Thur,Breakfast,Yes,192,5
245,99,Thur,Lunch,No,447,7
168,105,Mon,Dinner,No,662,9
739,208,Fri,Dinner,No,547,8
93,42,Fri,Dinner,No,456,7
482,111,Tues,Dinner,No,435,6
599,168,Tues,Dinner,No,571,7
508,46,Fri,Lunch,No,479,7
591,147,Mon,Lunch,No,489,7
481,370,Mon,Lunch,No,510,5
372,469,Wed,Dinner,No,371,4
232,355,Tues,Lunch,No,316,6
203,216,Mon,Lunch,No,466,6
882,78,Fri,Dinner,No,357,6
480,114,Wed,Lunch,No,422,7
453,399,Wed,Lunch,No,477,4
137,124,Wed,Lunch,No,440,8
213,147,Wed,Lunch,No,300,4
547,166,Fri,Dinner,No,525,7
409,134,Fri,Lunch,No,331,6
187,493,Thur,Lunch,No,402,5
51,442,Mon,Lunch,Yes,117,6
649,118,Thur,Lunch,No,600,7
463,53,Wed,Lunch,No,496,9
313,256,Mon,Dinner,No,740,6
580,147,Fri,Lunch,No,514,5
186,87,Tues,Dinner,No,591,8
506,119,Mon,Lunch,No,320,6
657,105,Thur,Lunch,No,242,6
422,114,Thur,Dinner,No,563,8
161,204,Thur,Dinner,No,514,6
349,143,Thur,Dinner,No,440,5
726,151,Mon,Lunch,No,438,6
356,416,Tues,Lunch,No,351,4
427,203,Mon,Breakfast,Yes,176,5
12,165,Mon,Dinner,No,333,7
287,473,Fri,Dinner,No,314,5
807,103,Mon,Lunch,No,565,9
10,118,Mon,Dinner,No,478,8
364,117,Tues,Lunch,No,472,5
829,191,Thur,Lunch,No,406,5
869,259,Thur,Breakfast,No,185,6
27,209,Thur,Lunch,Yes,138,6
779,163,Fri,Lunch,No,522,8
339,141,Fri,Breakfast,No,406,7
472,59,Fri,Lunch,Yes,102,5
122,114,Tues,Lunch,No,279,6
232,105,Tues,Lunch,No,467,7
700,485,Tues,Lunch,No,276,5
234,256,Mon,Dinner,No,322,7
309,191,Wed,Dinner,No,371,5
618,33,Fri,Lunch,No,231,5
426,336,Fri,Lunch,No,286,4
443,142,Mon,Dinner,No,805,6
269,165,Mon,Dinner,No,433,7
483,131,Mon,Lunch,No,380,6
147,431,Mon,Lunch,No,248,5
723,84,Thur,Dinner,No,474,5
363,111,Tues,Breakfast,No,259,8
809,119,Tues,Lunch,No,392,5
838,305,Wed,Lunch,No,535,7
724,173,Wed,Breakfast,No,333,8
626,376,Mon,Dinner,No,617,7
569,265,Fri,Breakfast,No,482,6
16,377,Tues,Dinner,No,474,5
653,282,Tues,Dinner,No,394,4
730,69,Thur,Lunch,No,280,7
443,371,Wed,Breakfast,Yes,182,4
714,85,Mon,Dinner,No,335,8
294,242,Thur,Lunch,No,274,5
626,269,Mon,Dinner,No,726,5
58,366,Mon,Dinner,No,426,3
686,40,Mon,Lunch,No,249,8
312,51,Tues,Lunch,No,451,7
198,430,Thur,Dinner,No,723,6
384,129,Fri,Lunch,No,531,8
91,598,Tues,Dinner,No,363,4
854,49,Fri,Dinner,No,364,7
135,229,Wed,Dinner,No,333,4
85,545,Mon,Dinner,No,714,3
129,204,Wed,Lunch,No,349,4
486,90,Thur,Lunch,No,590,8
883,325,Mon,Dinner,No,798,8
747,82,Thur,Dinner,No,705,9
607,218,Tues,Breakfast,No,380,5
105,152,Mon,Dinner,No,444,6
91,34,Wed,Breakfast,No,432,8
617,149,Tues,Lunch,No,495,5
5,138,Tues,Dinner,No,724,7
37,141,Fri,Lunch,Yes,140,7
645,429,Tues,Breakfast,No,270,4
644,141,Wed,Breakfast,No,312,9
289,462,Wed,Dinner,No,303,4
710,568,Fri,Dinner,No,377,6
36,116,Thur,Lunch,No,481,5
69,118,Fri,Dinner,Yes,106,6
